time,bx,by,bz,b,rx,ry,rz,r
2015-09-01 19:34:54.294850,0.004703045,10.981138,16.054089,19.450428,-0.0229283657409213,11.014547279978046,-3.529512295503093,11.566254127284894
2015-09-01 19:35:33.107817,-0.013563619,9.567151,15.074247,17.853949,-0.027612406879207,11.012873589826494,-3.5262589541676115,11.563678020524389
2015-09-01 19:43:19.738420,0.004640318,11.912605,16.292646,20.183174,-0.1025549614186693,10.984346445304205,-3.4748384770832152,11.52132313549085
2015-09-01 19:43:19.925922,-0.0016105297,11.909774,16.298185,20.185974,-0.1025549614186693,10.984346445304205,-3.4748384770832152,11.52132313549085
2015-09-01 19:43:19.988423,0.0018049538,11.895271,16.304676,20.182665,-0.1025549614186693,10.984346445304205,-3.4748384770832152,11.52132313549085
2015-09-01 19:43:20.300927,-0.006813254,11.878874,16.285461,20.157478,-0.1025549614186693,10.984346445304205,-3.4748384770832152,11.52132313549085
2015-09-01 19:43:21.175937,0.006126622,11.901054,16.27188,20.159594,-0.1025549614186693,10.984346445304205,-3.4748384770832152,11.52132313549085
2015-09-01 19:43:21.300939,-0.0049972744,11.901752,16.273884,20.161623,-0.1025549614186693,10.984346445304205,-3.4748384770832152,11.52132313549085
2015-09-01 19:43:21.425940,0.0047304058,11.917251,16.282658,20.177855,-0.1025549614186693,10.984346445304205,-3.4748384770832152,11.52132313549085
2015-09-01 19:44:23.489186,-0.007114623,11.730486,15.656884,19.563803,-0.1119220060322927,10.980548594963269,-3.4684965886742685,11.515877846149165
2015-09-01 19:51:52.244574,0.013819189,11.469768,14.892277,18.797226,-0.1821636728587567,10.950415382641744,-3.421561956960117,11.473964741161751
2015-09-01 19:51:52.307075,-0.00072415237,11.475474,14.908514,18.813568,-0.1821636728587567,10.950415382641744,-3.421561956960117,11.473964741161751
2015-09-01 19:51:53.057084,0.021384219,11.464742,14.901277,18.801298,-0.1821636728587567,10.950415382641744,-3.421561956960117,11.473964741161751
2015-09-01 19:51:53.182086,-0.007288242,11.466482,14.901368,18.80242,-0.1821636728587567,10.950415382641744,-3.421561956960117,11.473964741161751
2015-09-01 19:51:53.244586,0.00641624,11.455778,14.898496,18.793617,-0.1821636728587567,10.950415382641744,-3.421561956960117,11.473964741161751
2015-09-01 19:51:53.432089,-0.0054449486,11.498668,14.919179,18.836168,-0.1821636728587567,10.950415382641744,-3.421561956960117,11.473964741161751
2015-09-01 19:51:53.494589,0.01765666,11.454411,14.914285,18.805311,-0.1821636728587567,10.950415382641744,-3.421561956960117,11.473964741161751
2015-09-01 19:51:53.557090,-0.00716974,11.468377,14.893163,18.797075,-0.1821636728587567,10.950415382641744,-3.421561956960117,11.473964741161751
2015-09-01 19:51:53.682092,0.017053152,11.464634,14.891856,18.793762,-0.1821636728587567,10.950415382641744,-3.421561956960117,11.473964741161751
2015-09-01 19:52:00.744676,-0.0010519646,11.562326,15.000321,18.939299,-0.1821636728587567,10.950415382641744,-3.421561956960117,11.473964741161751
2015-09-01 19:52:00.807177,0.001744491,11.572102,14.991029,18.93791,-0.1821636728587567,10.950415382641744,-3.421561956960117,11.473964741161751
2015-09-01 19:52:00.869678,-0.00018569763,11.580558,14.994906,18.946148,-0.1821636728587567,10.950415382641744,-3.421561956960117,11.473964741161751
2015-09-01 19:52:00.932179,0.0066128033,11.575486,14.989488,18.93876,-0.1821636728587567,10.950415382641744,-3.421561956960117,11.473964741161751
2015-09-01 19:52:01.057180,-0.0137327025,11.570235,14.997081,18.941566,-0.1821636728587567,10.950415382641744,-3.421561956960117,11.473964741161751
2015-09-01 19:52:01.119681,0.0048283567,11.553129,15.003657,18.936329,-0.1821636728587567,10.950415382641744,-3.421561956960117,11.473964741161751
2015-09-01 19:52:07.307255,-0.017500237,11.648051,15.010197,18.999563,-0.1821636728587567,10.950415382641744,-3.421561956960117,11.473964741161751
2015-09-01 19:52:07.369756,0.0006141298,11.633944,15.021201,18.999609,-0.1821636728587567,10.950415382641744,-3.421561956960117,11.473964741161751
2015-09-01 19:52:07.932263,-0.01943495,11.674456,15.024117,19.026754,-0.1821636728587567,10.950415382641744,-3.421561956960117,11.473964741161751
2015-09-01 19:52:07.994764,0.0024244199,11.669467,15.0178385,19.018724,-0.1821636728587567,10.950415382641744,-3.421561956960117,11.473964741161751
2015-09-01 19:52:08.057264,-0.0055736345,11.676758,15.033612,19.035656,-0.1821636728587567,10.950415382641744,-3.421561956960117,11.473964741161751
2015-09-01 19:52:08.119765,0.0035595074,11.682462,15.029027,19.035536,-0.1821636728587567,10.950415382641744,-3.421561956960117,11.473964741161751
2015-09-01 19:52:08.744773,-0.00841161,11.655449,15.025,19.015787,-0.1821636728587567,10.950415382641744,-3.421561956960117,11.473964741161751
2015-09-01 19:52:09.182278,0.012648799,11.698614,15.043362,19.05677,-0.1821636728587567,10.950415382641744,-3.421561956960117,11.473964741161751
2015-09-01 19:52:09.494782,-0.0048715496,11.678423,15.044655,19.045399,-0.1821636728587567,10.950415382641744,-3.421561956960117,11.473964741161751
2015-09-01 19:52:09.619783,0.004744467,11.686026,15.052677,19.056398,-0.1821636728587567,10.950415382641744,-3.421561956960117,11.473964741161751
2015-09-01 19:52:09.682284,-0.025697894,11.701205,15.060685,19.07205,-0.1821636728587567,10.950415382641744,-3.421561956960117,11.473964741161751
2015-09-01 19:57:24.936070,0.0054066177,12.384917,15.634918,19.945848,-0.2336560411761167,10.926460211849797,-3.387868595368615,11.442018245318422
2015-09-01 19:57:24.998570,-0.014778956,12.364749,15.6284895,19.928293,-0.2336560411761167,10.926460211849797,-3.387868595368615,11.442018245318422
2015-09-01 19:57:25.061071,0.003984391,12.358756,15.625773,19.922441,-0.2336560411761167,10.926460211849797,-3.387868595368615,11.442018245318422
2015-09-01 19:57:25.248573,-0.004692549,12.36134,15.635396,19.931591,-0.2336560411761167,10.926460211849797,-3.387868595368615,11.442018245318422
2015-09-01 19:57:25.311074,0.0061580804,12.33602,15.639326,19.918983,-0.2336560411761167,10.926460211849797,-3.387868595368615,11.442018245318422
2015-09-01 19:57:25.373575,-0.0070687844,12.332506,15.634035,19.912655,-0.2336560411761167,10.926460211849797,-3.387868595368615,11.442018245318422
2015-09-01 19:57:25.436076,0.01595826,12.355434,15.646868,19.936937,-0.2336560411761167,10.926460211849797,-3.387868595368615,11.442018245318422
2015-09-01 19:57:25.561077,-0.005713908,12.343394,15.639418,19.923624,-0.2336560411761167,10.926460211849797,-3.387868595368615,11.442018245318422
2015-09-01 19:57:25.686079,0.0081910435,12.338343,15.648115,19.927324,-0.2336560411761167,10.926460211849797,-3.387868595368615,11.442018245318422
2015-09-01 19:57:25.748579,-0.0038955503,12.3502865,15.640397,19.928663,-0.2336560411761167,10.926460211849797,-3.387868595368615,11.442018245318422
2015-09-01 19:57:25.811080,0.0206169,12.3612585,15.63229,19.929115,-0.2336560411761167,10.926460211849797,-3.387868595368615,11.442018245318422
2015-09-01 19:57:26.686091,-0.00902833,12.362073,15.646484,19.940746,-0.2336560411761167,10.926460211849797,-3.387868595368615,11.442018245318422
2015-09-01 19:57:26.748591,0.0014684891,12.358903,15.653815,19.944534,-0.2336560411761167,10.926460211849797,-3.387868595368615,11.442018245318422
2015-09-01 19:58:38.749456,-0.0018623935,12.359162,16.221624,20.39338,-0.2430161569901108,10.921934967377034,-3.381810070564376,11.436098969383837
2015-09-01 19:58:38.811957,0.0030801322,12.353978,16.240444,20.405214,-0.2430161569901108,10.921934967377034,-3.381810070564376,11.436098969383837
2015-09-01 19:58:40.874481,-0.022361308,12.347199,16.217897,20.38318,-0.2430161569901108,10.921934967377034,-3.381810070564376,11.436098969383837
2015-09-01 19:58:40.999483,0.008732567,12.362428,16.20906,20.38537,-0.2430161569901108,10.921934967377034,-3.381810070564376,11.436098969383837
2015-09-01 19:58:45.812041,-0.0249356,12.329094,16.174377,20.337593,-0.2476958833531471,10.919653097148426,-3.378788818228256,11.433126907844484
2015-09-01 19:58:45.874541,0.0060539665,12.336494,16.173302,20.34121,-0.2476958833531471,10.919653097148426,-3.378788818228256,11.433126907844484
2015-09-01 19:58:46.374547,-0.0053355866,12.31986,16.174934,20.332424,-0.2476958833531471,10.919653097148426,-3.378788818228256,11.433126907844484
2015-09-01 19:58:46.437048,0.012365639,12.31267,16.166769,20.321575,-0.2476958833531471,10.919653097148426,-3.378788818228256,11.433126907844484
2015-09-01 19:58:47.999567,-0.0065839104,12.271934,16.167875,20.297798,-0.2476958833531471,10.919653097148426,-3.378788818228256,11.433126907844484
2015-09-01 19:58:48.062068,0.0053016525,12.271402,16.171928,20.300705,-0.2476958833531471,10.919653097148426,-3.378788818228256,11.433126907844484
2015-09-01 19:58:48.499573,-0.006705244,12.261947,16.16039,20.285799,-0.2476958833531471,10.919653097148426,-3.378788818228256,11.433126907844484
2015-09-01 19:58:48.562074,0.00017884259,12.281286,16.181946,20.31466,-0.2476958833531471,10.919653097148426,-3.378788818228256,11.433126907844484
2015-09-01 19:58:48.624574,-0.0069995,12.2723055,16.185257,20.31187,-0.2476958833531471,10.919653097148426,-3.378788818228256,11.433126907844484
2015-09-01 19:58:52.499621,0.011305,12.187773,16.188463,20.263472,-0.2476958833531471,10.919653097148426,-3.378788818228256,11.433126907844484
2015-09-01 19:58:52.562122,-0.00090027944,12.188267,16.195007,20.268993,-0.2476958833531471,10.919653097148426,-3.378788818228256,11.433126907844484
2015-09-01 19:59:53.375352,0.011023711,11.11173,15.4699335,19.047033,-0.2570547820970837,10.915049887816014,-3.3727620618119505,11.427156914128265
2015-09-01 19:59:58.500414,-0.003237276,11.169941,14.886818,18.61142,-0.2570547820970837,10.915049887816014,-3.3727620618119505,11.427156914128265
2015-09-01 20:00:12.250579,0.0034994916,10.638896,15.144279,18.50771,-0.2570547820970837,10.915049887816014,-3.3727620618119505,11.427156914128265
2015-09-01 20:00:19.000660,-0.0073181405,10.97917,14.307735,18.034786,-0.2617339346968541,10.912728698297242,-3.3697566576302287,11.424159147475816
2015-09-01 20:04:57.066499,0.0016608569,11.86431,15.220226,19.298113,-0.3038364446415559,10.8912494226395,-3.342949239041157,11.396795171715752
2015-09-01 20:04:57.191500,-0.01230983,11.861096,15.220228,19.296143,-0.3038364446415559,10.8912494226395,-3.342949239041157,11.396795171715752
2015-09-01 20:04:58.504016,0.0049798205,11.85728,15.192989,19.272312,-0.3038364446415559,10.8912494226395,-3.342949239041157,11.396795171715752
